id,lat,lng,name,name_en,type,routes
7562427123,40.7013774,46.2785831,,,bus_stop,
7658424818,40.4940848,49.4938789,,,bus_stop,
7671011765,40.5736887,48.8897958,,,bus_stop,
7709704177,40.4080425,49.8478829,Atatürk prospekti 117,,bus_stop,
7709704178,40.4080306,49.8487421,Atatürk prospekti 98,,bus_stop,
7712592185,40.4640868,50.0523703,,,bus_station,
7756962417,40.3983392,49.8593818,Auditorlar Palatası,,bus_stop,
7756962418,40.3980445,49.8592423,6 saylı Uşaq Klinik Xəstəxanası,,bus_stop,
7845790141,39.8222897,46.7440644,,,bus_stop,
7845790142,39.8224175,46.7443663,,,bus_stop,
7846273414,39.8210313,46.7443613,,,bus_stop,
7846273415,39.8208132,46.7444273,,,bus_stop,
7846345378,39.819086,46.7451694,,,bus_stop,
7868104885,40.4184712,49.9629388,,"22, 35, 40, 141",bus_station,
7891455714,41.706127,46.4241792,Avtovağzal Balakən,,bus_station,
7932211206,41.6901895,46.3844678,,,bus_stop,
7932211207,41.6872632,46.3813362,,,bus_stop,
7956004651,40.3088156,48.2424178,,,bus_stop,
7956004652,40.3090467,48.2428872,,,bus_stop,
8079806954,39.8076226,46.7686199,,,bus_stop,
8132034726,40.4461023,49.7486992,Xırdalan,,stop_position,
8132034729,40.4462137,49.7486748,Xırdalan,,stop_position,
8140118962,40.4459911,49.7486123,Xırdalan,,stop_position,
8141178517,40.556441,49.6103302,Sumqayıtçay,,station,
8145677453,40.5611666,49.6813294,Sumqayıt,,stop_position,
8145677464,40.5620991,49.6798242,Sumqayıt,,stop_position,
8157346606,40.4458169,49.7480334,Xırdalan Stansiyası,Khyrdalan railway station,station,
8157398629,38.62592,48.8728976,Qamışlıq,,station,
8158642285,40.9453143,49.2727358,Zarat,,station,
8228430219,40.411893,49.9869484,,113,bus_stop,
8228437217,40.4116852,50.0027442,"113, 208, 104",,bus_stop,
8228437317,40.420698,50.003473,,"113, 213, 191, 209",bus_stop,
8324219417,41.6374845,48.5770561,,Avtobus dayanacağı,bus_station,
8328390517,40.4031277,49.8688474,N. Nərimanov m/st (Ə. Rəcəbli küç.),,bus_stop,
8328390617,40.4029381,49.8686798,N. Nərimanov m/st (Ə. Rəcəbli küç.),,bus_stop,
8369359396,40.2885818,48.3110984,,,bus_stop,
8369359397,40.2896539,48.3086711,,,bus_stop,
8375130494,39.7506463,47.9904914,,,bus_stop,
8375130495,39.7502957,47.9904807,,,bus_stop,
8375349666,39.7837507,47.8228989,,,bus_stop,
8375349667,39.7833075,47.8223383,,,bus_stop,
8375349807,39.7702465,47.8677159,,,bus_stop,
8375398078,39.8033054,47.7868903,,,bus_stop,
8375398079,39.8037103,47.78696,,,bus_stop,
8375398088,39.798944,47.7892613,,,bus_stop,
8413096234,40.9209997,47.2052211,Şəkikənd stansiyası,,station,
8490122355,40.5961749,48.6958346,,,bus_stop,
8491687165,40.5794194,48.7265485,,,bus_stop,
8491687273,40.5894455,48.7098786,,,bus_stop,
8498607992,40.4106078,49.8058926,Asif Məhərrəmov küçəsi 141,,bus_stop,
8499546007,40.3894909,49.8359468,Zorge parkı,Sorge Park,bus_stop,
8505999581,40.4237838,49.8427927,83 nömrəli tam orta məktəb,,bus_stop,
8505999582,40.4207884,49.8427289,135 nömrəli tam orta məktəb,,bus_stop,
8505999583,40.4185381,49.842664,Bakı Turizm Peşə Məktəbi,,bus_stop,
8506776530,40.4021383,49.8377126,Neftçi bazası,,bus_stop,
8506783909,40.4020536,49.837432,Nərimanov Rayon qeydiyyat Şöbəsi,,bus_stop,
8506797164,40.4059489,49.83624,Bakı Dövlət Cıdır Meydanı,,bus_stop,
8507345229,40.3930299,49.8154716,Şəfaət Mehdiyev küçəsi 97,,bus_stop,
8507345230,40.3896756,49.815505,Şəfaət Mehdiyev küçəsi 140,,bus_stop,
8507345232,40.3894154,49.815266,Əmlakın Kadastrı və Ünvan Reyestri Xidməti,,bus_stop,
8507345237,40.3677266,49.8170295,225 nömrəli tam orta məktəb,,bus_stop,
8507345238,40.3951418,49.8175757,Tbilisi prospekti 49,,bus_stop,
8508876784,40.3647649,49.8189855,Respublika İncəsənət Gimnaziyası,,bus_stop,
8508876785,40.3663922,49.8211168,Mikayıl Müsfiq küçəsi 28,,bus_stop,
8508876786,40.3664231,49.8215005,10 nömrəli Uşaq Poliklinikası,,bus_stop,
8511924850,40.5810593,48.7246616,,,bus_stop,
8519104118,40.4173058,49.8385471,Corce Enesku parkı,,bus_stop,
8519137548,40.4239714,49.8429784,Bakı Tennis Akademiyası,,bus_stop,
8525842786,40.4287557,47.9358709,,,bus_stop,
8525903720,40.4306789,47.9324122,,,bus_stop,
8529249434,40.1972514,49.5060781,Ümid qəsəbəsi (164),,bus_stop,
8529249452,40.2014428,49.513755,"Ümid qəsəbəsi, Yeni massiv",,bus_stop,
8529249453,40.1980952,49.5077156,Ümid qəsəbə məscidi,,bus_stop,
8529259751,40.6247246,47.0591976,,,bus_stop,
8529259752,40.6254167,47.0561841,,,bus_stop,
8531539573,40.3859148,49.855467,Nərimanov Rayon İcra Hakimiyyəti,,bus_stop,
8531546433,40.3850842,49.8540815,Yaşıl bazar,,bus_stop,
8531582392,40.3875992,49.8572435,Xətai prospekti 41,,bus_stop,
8531624155,40.3884855,49.8585621,Xətai prospekti 124,,bus_stop,
8531632955,40.3895566,49.8596591,Xətai prospekti 61,,bus_stop,
8531649735,40.3912322,49.8617255,Elm və Təhsil Nazirliyi,Ministry of Science and Education,bus_stop,
8531689100,40.3935696,49.8633665,Gülarə Qədirbəyova küçəsi 4,,bus_stop,
8533302270,40.666924,46.6348252,,,bus_stop,
8533302300,40.6625995,46.6416889,,,bus_stop,
8533413651,40.6895202,46.4887387,,,bus_stop,
8569968191,40.6397163,47.2182217,,,bus_station,
8570515418,40.3641797,49.9603122,Gəncə prospekti 39,,bus_stop,
8570523218,40.366029,49.9599668,269 nömrəli tam orta mәktәb,,bus_stop,
8576466444,40.6450771,48.4793696,,,bus_stop,
8587244683,40.3763264,49.8239755,Şahhüseyn məscidi,,bus_stop,
8587300641,40.6273629,47.9152313,,,bus_stop,
8587300714,40.61998,47.9711044,,,bus_stop,
8587300715,40.6176336,47.9830483,,,bus_stop,
8587344427,40.6356476,47.857596,,,bus_stop,
8587344428,40.6409691,47.8023036,,,bus_stop,
8591438760,40.3878842,49.831709,Bakı Tikiş Evi,,bus_stop,
